Alcott, Louisa May;Little Women;"[""Readers"",""English language, juvenile literature"",""Japanese language books"",""Children's fiction"",""Family life, fiction"",""Sisters, fiction"",""New england, fiction"",""March family (fictitious characters), fiction"",""Social life and customs"",""Families"",""Adaptations"",""Juvenile fiction"",""Family life"",""Fiction"",""Sisters"",""Mothers and daughters"",""Manners and customs"",""March family (Fictitious characters)"",""Children: Grades 4-6"",""Children"",""Children's"",""Kids"",""Juvenile"",""American"",""Classic"",""Literature"",""History"",""Historical"",""Family"",""Young women"",""Mothers"",""Daughtes"",""Married women"",""Orphans"",""Coming of life"",""Manners"",""Customs"",""Conduct of life"",""Social life"",""open_syllabus_project"",""Mother-daughter relationship"",""Folklore"",""Reading Level-Grade 5"",""Reading Level-Grade 4"",""Reading Level-Grade 7"",""Reading Level-Grade 6"",""Reading Level-Grade 8"",""American fiction (fictional works by one author)"",""Fiction, family life"",""Mothers and daughters, fiction"",""Fiction, coming of age"",""Young women, fiction"",""Fiction, biographical"",""Large type books"",""Buried treasure"",""Pirates"",""Adventure and adventurers"",""Robin Hood (Legendary character)"",""Legends"",""English Adventure stories"",""Jungle animals"",""Feral children"",""Jungles"",""Animals"",""Short stories"",""Romans"",""Jeunes filles"",""Soeurs"",""United states, fiction"",""German"",""Dictionaries"",""English language"",""Spanish"",""Family, fiction"",""American literature"",""Fiction, historical"",""Fiction, general"",""American fiction"",""Juvenile literature""]";;/works/OL7979417W;OL13772825M
Alegria, Ciro;Broad and Alien is the World;"[""Spanish fiction"",""Translations into English""]";434;/works/OL655962W;OL6423723M
Algren, Nelson;The Man With the Golden Arm;"[""Fiction"",""Criminals"",""City and town life in fiction"",""City and town life"",""Criminals in fiction"",""Gamblers in fiction"",""Gamblers"",""Morphine abuse in fiction"",""Morphine abuse"",""Morphine habit in fiction"",""Morphine habit"",""Gambling"",""Gambling in fiction"",""National Book Award Winner"",""award:national_book_award=1950"",""award:national_book_award=fiction"",""Poor"",""Inner cities"",""Social life and customs"",""Fiction, urban"",""Chicago (ill.), fiction"",""Criminals, fiction""]";343;/works/OL102384W;OL6050268M
Allain, Marcel;Fantômas;"[""Fantômas (Fictitious character)"",""Fiction"",""Literature"",""Mystery"",""Thriller""]";;/works/OL4516527W;OL5386161M
Allende, Isabel;The House of the Spirits;"[""Fiction, family life"",""Fiction, political"",""Latin america, fiction"",""FICTION / Historical"",""FICTION / Literary""]";491;/works/OL20834693W;OL28228605M
Allende, Isabel;Of Love and Shadows;"[""Francisco Leal (Fictitious character)"",""Exiles"",""Romance fiction"",""Chilean literature"",""Chilean Authors"",""Fiction"",""NOVELAS CHILENAS"",""Politicians"",""Spanish American literature"",""Irene Beltran (Fictitious character)""]";297;/works/OL21178823W;OL28681964M
Amado, Jorge;Gabriela, Clove and Cinnamon;null;;/works/OL15444217M;OL15444217M
Amado, Jorge;Tent of Miracles;"[""Fiction""]";380;/works/OL1248263W;OL4768629M
Ambler, Eric;Cause for Alarm;"[""British"",""Fiction"",""Intelligence officers"",""Literature"",""Murder"",""Weapons industry""]";;/works/OL3297227W;OL19410466M
Amis, Kingsley;Lucky Jim;"[""College Lecturers"",""University Life in Fiction"",""Fiction"",""College teachers"",""College students"",""Large type books""]";256;/works/OL1863590W;OL18314590M
Amis, Kingsley;The Green Man;"[""Fiction, thrillers, general"",""Ghost stories"",""Art"",""Fiction""]";;/works/OL1863587W;OL12578507M
Amis, Kingsley;The Old Devils;null;244;/works/OL10425070W;OL23758660M
Amis, Martin;Dead Babies;"[""Comedy"",""English fiction"",""Black comedy"",""Fiction""]";254;/works/OL16850W;OL4929695M
Amis, Martin;Money: A Suicide Note;null;;/works/OL17409422W;OL25991025M
Amis, Martin;London Fields;"[""Fiction"",""City and town life"",""murder"",""violence"",""killers"",""love"",""death"",""New York Times reviewed""]";470;/works/OL16854W;OL18335679M
Amis, Martin;Time’s Arrow;"[""Time"",""Thermodynamics"",""Entropy"",""Natuurkunde"",""Tijd""]";378;/works/OL1383897W;OL1663996M
Amis, Martin;The Information;"[""Fiction"",""History"",""Ireland"",""Fiction, historical"",""Ireland, fiction"",""Fiction, thrillers, general""]";312;/works/OL109344W;OL6681160M
Ammaniti, Niccolo;I'm Not Scared;"[""Literature"",""Kidnapping victims"",""Fiction"",""Large type books""]";;/works/OL9012765W;OL9209595M
Anand, Mulk Raj;Untouchable;"[""Dalits"",""Fiction"",""Social life and customs"",""Untouchables""]";134;/works/OL354740W;OL16537260M
Anderson, Jessica;The Commandant;"[""Fiction"",""Intelligence officers"",""World politics"",""Assassins"",""United States"",""Americans"",""United States. Central Intelligence Agency"",""Political fiction"",""Large type books"",""Fiction, political"",""Fiction, action & adventure"",""Fiction, thrillers, general"",""Fiction, espionage"",""Russia (federation), fiction"",""Travel"",""Foreign relations"",""Fiction, thrillers"",""English fiction"",""nyt:mass-market-paperback=2013-07-28"",""New York Times bestseller""]";;/works/OL1807132W;OL22604118M
Andrić, Ivo;The Bridge on the Drina;"[""Fiction"",""Historic bridges"",""Historic bridges in fiction"",""History""]";314;/works/OL10338544W;OL17327293M
Andrić, Ivo;Bosnian Chronicle;"[""Bosnia and hercegovina, fiction"",""Fiction, historical"",""Fiction"",""History"",""FICTION / Historical""]";444;/works/OL20263611W;OL29263280M
Andrzejewski, Jerzy;Ashes and Diamonds;"[""Motion picture plays""]";239;/works/OL665904W;OL7646048M
Angelou, Maya;I Know Why the Caged Bird Sings;"[""Social life and customs"",""Biography,"",""Entertainers"",""Intellectual life"",""African American families"",""American Authors"",""Homes and haunts"",""open_syllabus_project"",""African American authors"",""Biography & Autobiography"",""African American women authors"",""Childhood and youth"",""Biography"",""Nonfiction"",""Angelou, Maya"",""American Women authors"",""African American women"",""Reading Level-Grade 11"",""Reading Level-Grade 12"",""1000blackgirlbooks"",""Homes"",""American authors"",""Manners and customs"",""African american authors"",""African american families"",""Authors, biography"",""Arkansas, social life and customs"",""Angelou, maya, 1928-2014"",""African american women"",""African americans, biography"",""African American entertainers"",""Autobiography"",""History and criticism"",""Social conditions"",""Country life"",""nyt:combined-print-and-e-book-nonfiction=2014-06-15"",""New York Times bestseller""]";;/works/OL80021W;OL27981429M
Anonymous;The Thousand and One Nights;null;348;/works/OL5985565W;OL9609367M
Anonymous;The Tale of the Bamboo Cutter;"[""Illustrations"",""Children's stories, Japanese"",""Fairy tales"",""Folklore, japan"",""Tales, japan""]";180;/works/OL16810311W;OL9037304M
Anonymous;The Life of Lazarillo de Tormes;null;134;/works/OL9343002W;OL10517694M
Antunes, Antonio Lobo;Fado Alexandrino;null;603;/works/OL8969571W;OL9469428M
Apuleius, Lucius;The Golden Ass;"[""Classic Literature"",""Fiction"",""open_syllabus_project""]";235;/works/OL8720104W;OL18902763M
Aragon, Louis;The Bells of Basel;null;348;/works/OL674776W;OL6341660M
Arbuthnot, John et al;Memoirs of Martinus Scriblerus;"[""Pride and vanity"",""Scriblerus Club"",""Fiction"",""Scholars in fiction"",""Pedantry in fiction"",""London Scriblerus Club"",""Pedantry"",""Pride and vanity in fiction"",""Scholars"",""16th to 18th century fiction"",""Literature - Classics / Criticism"",""Classics"",""FICTION_HUMOROUS"",""Fiction / Humorous"",""Humorous"",""Satire""]";408;/works/OL79420W;OL21546797M
Arenas, Reinaldo;Before Night Falls;null;134;/works/OL9516939W;OL11000844M
Arguedas, José María;Deep Rivers;"[""Hydraulic measurements"",""Streamflow"",""Stream measurements""]";31;/works/OL2793822W;OL18019776M
Ariyoshi, Sawako;The Twilight Years;"[""Nineteen thirties"",""Arts"",""Intellectual life"",""Geistesleben"",""Avant-garde"",""Expatriate artists"",""Intellectuals"",""Culturele participatie"",""Kulturleben"",""Geschichte 1920-1930"",""History""]";292;/works/OL15857745W;OL6788685M
Arlen, Michael;The Green Hat;null;303;/works/OL1519653W;OL17773053M
Asimov, Isaac;I, Robot;"[""smear campaigns"",""supercomputers"",""computers"",""Frankenstein complex"",""hyperspace"",""heisenbugs"",""asteroids"",""Shahada"",""space stations"",""space-based solar power"",""cognitive dissonance"",""selenium"",""robots"",""morality"",""robotics"",""robopsychology"",""positronic brains"",""three laws of robotics"",""ethics of artificial intelligence"",""American Science fiction"",""Readers (Secondary)"",""Readers"",""Fiction"",""Science fiction"",""human-robot relations"",""Thriller"",""Long Now Manual for Civilization"",""Science fiction, American"",""Short stories"",""American Short stories"",""Artificial intelligence"",""Reading Level-Grade 11"",""Reading Level-Grade 10"",""Reading Level-Grade 12"",""Fiction, science fiction, short stories"",""Roman""]";;/works/OL46404W;OL8910252M
Asimov, Isaac;Foundation;"[""Psychohistory"",""Open Library Staff Picks"",""Life on other planets"",""Hari Seldon (Fictitious character)"",""Fiction"",""Science Fiction"",""Long Now Manual for Civilization"",""Prophecy"",""Historians"",""Robots"",""Large type books"",""Fiction, science fiction, general""]";;/works/OL46125W;OL12580340M
Atwood, Margaret;Surfacing;"[""Fiction"",""Fathers and daughters"",""Missing persons"",""Fiction in English"",""Canadian fiction (fictional works by one author)"",""Quebec (province), fiction"",""Fathers and daughters, fiction"",""Missing persons, fiction""]";;/works/OL675829W;OL16162373M
Atwood, Margaret;The Handmaid’s Tale;"[""Man-woman relationships"",""Misogyny"",""Fiction"",""Women"",""Dystopias"",""brothels"",""Scrabble"",""Christian fundamentalism"",""revolution"",""military dictatorship"",""Old Testament"",""religious fanaticism"",""totalitarianism"",""theonomy"",""handmaids"",""United States Congress"",""fantasy fiction"",""Canadian fantasy fiction"",""Dystopian fiction"",""Canadian authors"",""theocracy"",""pregnancy"",""political fiction"",""science fiction"",""Canadian fiction (fictional works by one author)"",""Man-woman relationships, fiction"",""Fiction, fantasy, general"",""Fiction, dystopian"",""Comics & graphic novels, adaptations"",""Comics & graphic novels, literary"",""Comics & graphic novels, fantasy"",""Dystopian"",""Political"",""Social aspects"",""nyt:trade-fiction-paperback=2017-02-26"",""New York Times bestseller"",""Theocracy"",""Pregnancy"",""FICTION"",""Science Fiction""]";;/works/OL15396204W;OL27910138M
Atwood, Margaret;Cat’s Eye;"[""Fiction"",""Friendship"",""Girls"",""Women painters"",""Toronto (ont.), fiction"",""Artists, fiction"",""Canadian fiction (fictional works by one author)"",""Fiction, psychological"",""Friendship, fiction"",""Large type books"",""Canadian fiction"",""Peintres"",""Romans"",""Filles"",""Enfance"",""Roman canadien de langue anglaise""]";592;/works/OL675790W;OL8075110M
Atwood, Margaret;The Robber Bride;"[""Fiction"",""Women"",""Friendship"",""Humorous stories"",""Humorous fiction"",""Fiction, humorous"",""Canada, fiction"",""Canadian fiction (fictional works by one author)"",""English fiction""]";;/works/OL675833W;OL13568127M
Atwood, Margaret;Alias Grace;"[""Fiction"",""Trials (Murder)"",""Women murderers"",""Murder"",""History"",""Romans"",""Marks, Grace, née 1827"",""Marks, Grace, b. 1827"",""Mystery & Detective"",""Historical"",""Crime"",""Biographical fiction"",""Large type books"",""FICTION""]";468;/works/OL675834W;OL983956M
Atwood, Margaret;The Blind Assassin;"[""Death"",""Psychological fiction"",""Women novelists"",""Aged women"",""Fiction"",""Authorship"",""Older women"",""Sisters"",""Widows"",""Domestic fiction"",""Reading Level-Grade 9"",""Reading Level-Grade 11"",""Reading Level-Grade 10"",""Reading Level-Grade 12"",""Betrayal"",""Reminiscing in old age"",""Science fiction"",""Large type books"",""Canadian fiction (fictional works by one author)"",""Sisters, fiction"",""Widows, fiction"",""Authors, fiction"",""New York Times reviewed""]";;/works/OL675836W;OL19376625M
Atxaga, Bernardo;Obabakoak;"[""Basques"",""Fiction"",""Fiction, humorous"",""Translations into English"",""Basque Humorous stories""]";402;/works/OL2107934W;OL2270694M
Austen, Jane;Sense and Sensibility;"[""Inheritance and succession"",""Mate selection"",""Social classes"",""Romance"",""Text-books for foreigners"",""Historical Fiction"",""Young women"",""Literature"",""Readers"",""Gentry"",""Sisters"",""Classic Literature"",""FICTION / Classics"",""Open Library Staff Picks"",""English language"",""open_syllabus_project"",""Manners and customs"",""Fiction"",""Didactic fiction"",""Social life and customs"",""Humorous stories"",""Love stories"",""Love stories, English"",""Inheritance and succession -- Fiction"",""Mate selection -- Fiction"",""Social classes -- Fiction"",""Young women -- Fiction"",""Sisters -- Fiction"",""England -- Fiction"",""Rich people"",""Man-woman relationships"",""Marriage"",""Classism"",""Courtship"",""History"",""Economic aspects"",""Upper class"",""General"",""FICTION"",""Sisters, fiction"",""British and irish fiction (fictional works by one author)"",""England, fiction"",""Austen, jane, 1775-1817"",""English literature, history and criticism, 19th century"",""Young women, fiction"",""Fiction, family life"",""Man-woman relationships, fiction"",""Fiction, romance, general"",""Children's fiction"",""Great britain, fiction"",""Domestic fiction"",""Historical fiction""]";344;/works/OL66562W;OL22082120M
Austen, Jane;Pride and Prejudice;"[""feelings"",""young ladies"",""domestic fiction"",""love stories"",""marriage"",""wealth"",""class"",""manners"",""Englisch"",""Roman"",""Pride and prejudice (Austen, Jane)"",""Sisters"",""Young women"",""Courtship"",""Social classes"",""Fiction"",""Social life and customs"",""Mate selection"",""Sociala klasser i litteraturen"",""Gentry"",""Manners and customs"",""Prophecies"",""Bible"",""History of Biblical events"",""Families"",""Great Britain"",""Reading Level-Grade 7"",""Reading Level-Grade 9"",""Reading Level-Grade 8"",""Reading Level-Grade 11"",""Reading Level-Grade 10"",""Reading Level-Grade 12"",""History"",""Elizabeth Bennet (Fictitious character)"",""Prejudices"",""Large type books"",""Bennet, elizabeth (fictitious character), fiction"",""England, fiction"",""Sisters, fiction"",""British and irish fiction (fictional works by one author)"",""Darcy, fitzwilliam (fictitious character), fiction"",""Young women, fiction"",""Children's fiction"",""Women, fiction"",""Fiction, family life"",""Man-woman relationships, fiction"",""Fiction, romance, general"",""Fiction, general"",""Fiction, romance, historical"",""English literature"",""Austen, jane, 1775-1817"",""Literature and fiction (general)"",""English literature, history and criticism"",""England"",""Juvenile fiction"",""English literature (collections)"",""Family life"",""Interpersonal relations"",""Family"",""Upper class"",""Study guides"",""Examinations"",""Classics"",""Fitzwillaim Darcy (Fictitious character)"",""Fitzwilliam Darcy (Fictitious character)"",""Romance"",""Love, fiction"",""Comics & graphic novels, manga, historical fiction"",""English fiction"",""Social conditions"",""Russian language"",""Readers"",""General"",""Hermanas"",""Novela"",""Cortejo amoroso"",""Familia"",""Domestic fiction"",""Romance fiction"",""Mr. Collins (Fictitious character)""]";;/works/OL8193418W;OL26348311M
Austen, Jane;Mansfield Park;"[""Fiction"",""Social life and customs"",""Adoptees"",""Poor families"",""Uncles"",""Cousins"",""English Love stories"",""Criticism and interpretation"",""Coming of age"",""Country homes"",""Romance"",""Social classes"",""Children of the rich"",""County homes"",""English fiction"",""Young women"",""Classic Literature"",""Love stories, English"",""Manners and customs"",""British and irish fiction (fictional works by one author)"",""England, fiction"",""Fiction, family life"",""Young women, fiction"",""Fiction, romance, general"",""Fiction, coming of age"",""English literature"",""Man-woman relationships"",""Large type books""]";;/works/OL66531W;OL28185270M
Austen, Jane;Emma;"[""Social life and customs"",""Mate selection"",""Fiction"",""Fathers and daughters"",""open_syllabus_project"",""Historical Fiction"",""Female friendship"",""Young women"",""Classic Literature"",""Love stories, English"",""Reading Level-Grade 7"",""Reading Level-Grade 9"",""Reading Level-Grade 8"",""Reading Level-Grade 11"",""Reading Level-Grade 10"",""Reading Level-Grade 12"",""Manners and customs"",""British and irish fiction (fictional works by one author)"",""England, fiction"",""Woodhouse, emma (fictitious character), fiction"",""Young women, fiction"",""Great britain, social life and customs, fiction"",""Austen, jane, 1775-1817"",""Fathers and daughters, fiction"",""Fiction, coming of age"",""Fiction, humorous"",""Friendship, fiction"",""English literature"",""Fiction, romance, general"",""Large type books"",""Emma Woodhouse (Fictitious character)"",""Romance fiction"",""English fiction""]";;/works/OL66513W;OL8752477M
Austen, Jane;Persuasion;"[""Love stories, English"",""Moški in ženske"",""V leposlovju"",""Medosebni odnosi"",""Družbene razmere"",""Ship captains"",""Social life and customs"",""Man-woman relationships"",""Motherless families"",""First loves"",""Rejection (Psychology)"",""Officers"",""Great Britain. Royal Navy"",""Great Britain"",""Young women"",""Manners and customs"",""Fiction"",""Armed Forces"",""British and irish fiction (fictional works by one author)"",""Man-woman relationships, fiction"",""England, fiction"",""Fiction, romance, historical"",""Young women, fiction"",""Great britain, fiction"",""Austen, jane, 1775-1817"",""Fiction, psychological"",""Fiction, general"",""Fiction, romance, general"",""Fiction, romance, regency"",""English literature"",""Manuscripts"",""English Manuscripts"",""Facsimiles"",""Gentry"",""Mate selection"",""Dysfunctional families"",""Large type books"",""Reading Level-Grade 9"",""Reading Level-Grade 8"",""Reading Level-Grade 11"",""Reading Level-Grade 10"",""Reading Level-Grade 12""]";244;/works/OL66544W;OL21439248M
Austen, Jane;Northanger Abbey;"[""Mate selection"",""Cousins"",""Fiction"",""Young women"",""Horror tales"",""Families"",""Uncles"",""Appreciation"",""Children of the rich"",""English Love stories"",""Sisters"",""Courtship"",""Books and reading"",""Open Library Staff Picks"",""Country homes"",""Rejection (Psychology)"",""Fathers and daughters"",""Female friendship"",""Manners and customs"",""Social classes"",""Ship captains"",""Social life and customs"",""Adoptees"",""Motherless families"",""Love stories, English"",""Emma Woodhouse (Fictitious character)"",""Young women -- Fiction"",""English Romance fiction"",""Romantaic suspense novels"",""Gothic novels"",""Romance fiction"",""Satire"",""Northanger Abbey"",""British and irish fiction (fictional works by one author)"",""England, fiction"",""Young women, fiction"",""English literature"",""Correspondence"",""English Novelists"",""Marriage"",""Gentry"",""Large type books"",""Literature: Classics""]";;/works/OL66534W;OL25545581M
Auster, Paul;The New York Trilogy;"[""Fiction"",""City and town life"",""Social life and customs"",""Identity (Psychology)"",""Classic Literature"",""Mystery"",""Literature"",""City and town life -- New York (State) -- New York -- Fiction."",""New york (n.y.), fiction"",""American fiction (fictional works by one author)"",""Fiction, psychological""]";478;/works/OL1682241W;OL7856346M
Auster, Paul;Moon Palace;"[""Invalids"",""Fiction"",""American fiction (fictional works by one author)"",""Fiction, family life"",""New york (n.y.), fiction""]";307;/works/OL1682229W;OL15509311M
Auster, Paul;The Music of Chance;"[""Fiction"",""Gambling"",""Gamblers"",""Fiction, men's adventure"",""Pennsylvania, fiction"",""Fiction, psychological"",""New York Times reviewed""]";217;/works/OL1682232W;OL1888613M
Auster, Paul;Mr. Vertigo;"[""Fiction"",""Magicians"",""Older men in fiction"",""Magicians in fiction"",""Older men"",""Vaudeville in fiction"",""Vaudeville"",""Bildungsromans""]";293;/works/OL1682239W;OL1424344M
Auster, Paul;Timbuktu;"[""High school teachers"",""Poets"",""Dog owners"",""Open Library Staff Picks"",""Fiction"",""Homeless persons"",""Dogs"",""Romans, nouvelles"",""Nichtsesshafter"",""Hund"",""Baltimore"",""Metropolitan Museum of Art""]";181;/works/OL1682236W;OL384199M
Auster, Paul;The Book of Illusions;"[""Absence and presumption of death"",""Widowers"",""Literature"",""Biographers"",""Comedians"",""Fiction"",""Silent films"",""Aircraft accident victims' families"",""Missing persons"",""Large type books""]";321;/works/OL1682230W;OL3557653M
Auster, Paul;Invisible;"[""Ciencia-ficción"",""Classic Literature"",""Fiction"",""Mentally ill"",""Science Fiction & Fantasy"",""Science fiction"",""Scientists"",""English Science fiction"",""Experiments"",""Adaptations"",""Time travel"",""Large type books"",""British and irish fiction (fictional works by one author)"",""England, fiction"",""Scientists, fiction"",""Children's fiction"",""Mystery and detective stories"",""Literature and fiction, science fiction"",""Fiction, psychological"",""Fiction, science fiction, general"",""English literature"",""English fiction, history and criticism, 20th century"",""Wells, h. g. (herbert george), 1866-1946"",""FICTION / Classics"",""FICTION / Science Fiction / General"",""FICTION / Horror"",""Juvenile fiction"",""Science"",""Roman pour la jeunesse""]";;/works/OL52266W;OL21149287M
Azuela, Mariano;The Underdogs;"[""Biography"",""Biography & Autobiography"",""Correspondence, reminiscences"",""Jazz musicians"",""Musicians"",""Nonfiction"",""Double bassists""]";365;/works/OL4125988W;OL5314346M
Ba, Mariama;So Long a Letter;null;;/works/OL8114743W;OL26241371M
Baldwin, James;Go Tell It on the Mountain;"[""African americans, fiction"",""American fiction (fictional works by one author)"",""Fiction, general"",""African American families"",""Racism"",""Fiction"",""Religion"",""African American men"",""African Americans"",""Blind, books and reading"",""Children's fiction"",""Christian sects"",""Classic literature"",""Literature"",""National Black Family Month"",""FICTION / African American / General"",""FICTION / Classics"",""Fiction, african american, general"",""FICTION / African American / Urban Life"",""FICTION / Gay"",""FICTION / African American / Christian""]";;/works/OL228705W;OL18373890M
Baldwin, James;Giovanni’s Room;"[""Race relations"",""African Americans"",""Psychology"",""Afro-Americans"",""Giovanni, Nikki"",""Fiction"",""Americans in fiction"",""Americans"",""Sexual behavior"",""Homosexuality in fiction"",""Sexual orientation"",""Men"",""Bisexuals in fiction"",""Men in fiction"",""Sexual orientation in fiction"",""Homosexuality"",""Bisexuals"",""Classic Literature"",""Gay men"",""LGBTQ novels"",""Fiction, african american, general"",""Fiction, gay"",""Paris (france), fiction"",""FICTION / African American / General"",""FICTION / Classics"",""FICTION / Literary"",""Fiction, romance, general"",""American fiction (fictional works by one author)"",""Fiction, psychological""]";176;/works/OL228702W;OL13355029M
Ballard, J.G.;The Drowned World;"[""English fiction"",""Science Fiction"",""Fantasy fiction"",""Global warming"",""Fiction"",""Dystopia"",""Fiction, fantasy, general""]";158;/works/OL2745976W;OL13649152M
Ballard, J.G.;The Atrocity Exhibition;"[""Fiction in English"",""Fiction"",""English fiction"",""Fictionin English"",""Fiction, science fiction, general""]";157;/works/OL2745901W;OL4846682M
Ballard, J.G.;Crash;"[""American Science fiction"",""Open Library Staff Picks"",""ready player one"",""Fiction"",""Science fiction"",""Suspense"",""open_syllabus_project"",""American fiction"",""Fiction, science fiction, general"",""Fiction, humorous"",""Virtual reality""]";;/works/OL38501W;OL27258003M
Ballard, J.G.;High Rise;"[""Fiction"",""Barsetshire (England : Imaginary place)"",""Mothers and sons"",""Widows"",""Women novelists"",""Country life""]";300;/works/OL1848737W;OL14664811M
